52,Large-Scale Reservoir Simulations on Parallel Computers,2006
53,Spatial data processing with MapReduce,2007
54,Algorithms in ParAFEMImp: A Parallel and Wideband Impedance Extraction Program for Complicated 3-D Geometries,2013
55,High Performance Offline and Online Distributed Collaborative Filtering,2011
56,Particle Swarm Optimization-Based Impurity Function Band Prioritization Using Weighted Majority Voting for Feature Extraction of High Dimensional Data Sets,2005
57,Planar: Parallel lightweight architecture-aware adaptive graph repartitioning,2019
58,CUDA-Accelerated Rendering of Fireworks in Nearly Ultra High Definition Videos,2010
59,DataMPI: Extending MPI to Hadoop-Like Big Data Computing,2005
60,Driving big data with big compute,2014
61,Evaluation of SMP Shared Memory Machines for Use with In-Memory and OpenMP Big Data Applications,2014
62,Can Network-Offload Based Non-blocking Neighborhood MPI Collectives Improve Communication Overheads of Irregular Graph Algorithms?,2008
63,Fast Multi-line Detection and Tracking with CUDA for Vision-Based UAV Autopilot,2006
64,SCALER: Scalable parallel file write in HDFS,2006
65,A Parallel Algorithm for Compression of Big Next-Generation Sequencing Datasets,2016
66,Feliss: Flexible distributed computing framework with light-weight checkpointing,2012
67,FlexiMod: Flexible Coexistence Support for Programming Models,2015
68,Accelerating HEVC Motion Estimation Using GPU,2019
69,A performance model of fast 2D-DCT parallel JPEG encoding using CUDA GPU and SMP-architecture,2012
70,Lit: A high performance massive data computing framework based on CPU/GPU cluster,2002
71,Using Iterative MapReduce for Parallel Virtual Screening,2000
72,Performance modeling in CUDA streams a A means for high-throughput data processing,2011
73,Super-fast parallel eigenface implementation on GPU for face recognition,2013
74,Efficient implementation of apriori algorithm on HDFS using GPU,2007
75,A GPU Based SVM Method with Accelerated Kernel Matrix Calculation,2012
76,Social Network analysis on Sina Weibo based on K-means algorithm,2017
77,A Novel Scalable DBSCAN Algorithm with Spark,2017
78,A faster and intelligent steganography detection using Graphics Processing Unit in cloud,2019
79,Accelerating IEEE 1857 Deblocking Filter on GPU Using CUDA,2011
80,Enabling point pattern analysis on spatial big data using cloud computing: optimizing and accelerating Ripley’s K function,2012
81,Parallelization of Error Weighted Hashing for Approximate k-Nearest Neighbour Search on GPU-CPU Hybrid,2018
82,Energy efficient job co-scheduling for high-performance parallel computing clusters,2003
83,MPI derived datatypes and data communication analysis in meteorological applications,2003
84,A general accelerated R package using GPU,2012
85,Remote GPU Virtualization: Is It Useful?,2010
86,OpenCL caffe: Accelerating and enabling a cross platform machine learning framework,2011
87,Real-Time True-Color Synthesis of Remote Sensing Image with CUDA,2007
88,Fast LZW Compression Using a GPU,2004
89,Spatial data processing with MapReduce,2016
90,The extraction of feature points from DEM geographic data in Cloud Computing environment,2017
91,SPIDAL Java: High performance data analytics with Java and mpi on large multicore HPC clusters,2005
92,"A parallel algorithm for LZW decompression""",2013
93,Kernel optimization on short-range potentials computations in molecular dynamics simulations,2006
94,A performance characterization of streaming computing on supercomputers,2004
95,GiGA: Giraph-based genome assembler for gigabase scale genomes,2019
96,Efficient evidence accumulation clustering for large datasets,2010
97,ACURDION: An adaptive clustering-based algorithm for tracing large-scale MPI applications,2013
98,Big data computation for workshop-based planning support,2000
99,Join algorithms on GPUs: A revisit after seven years,2019
100,Collective Computing for Scientific Big Data Analysis,2017
101,A Parallel Algorithm for Compression of Big Next-Generation Sequencing Datasets,2011
102,Comparison of hardware accelerators for some ALICE online computing applications,2006
103,InterSense: Interconnect Performance Emulator for Future Scale-out Distributed Memory Applications,2007
104,Fault tolerant MapReduce-MPI for HPC clusters,2009
105,Examining recent many-core architectures and programming models using SHOC,2011
106,GraphReduce: Large-Scale Graph Analytics on Accelerator-Based HPC Systems,2017
107,Parallelizing the deflate compression algorithm on GPU,2005
108,A time-energy performance analysis of MapReduce on heterogeneous systems with GPUs,2019
109,A GPU Based SVM Method with Accelerated Kernel Matrix Calculation,2018
110,SIMD parallel MCMC sampling with applications for big-data Bayesian analytics,2008
111,Super-fast parallel eigenface implementation on GPU for face recognition,2007
112,Parallel breadth first search on GPU clusters,2002
113,Performance modeling in CUDA streams - A means for high-throughput data processing,2000
114,K-Balanced sorting and skew join in MPI and MapReduce,2007
115,CUDAGA: A portable parallel programming model for GPU cluster,2019
116,A hybrid MPI+OpenMP application for processing big trajectory data,2009
117,MPJ express meets YARN: Towards Java HPC on Hadoop systems,2012
118,Big data analytics in the cloud: Spark on Hadoop vs MPI/OpenMP on Beowulf,2019
119,On scalable data mining techniques for earth science,2008
120,Reservoir simulation prototyping platform for high performance computing,2009
121,Accelerating Apache Hive with MPI for Data Warehouse Systems,2008
122,Accelerating IEEE 1857 Deblocking Filter on GPU Using CUDA,2009
123,GPU accelerated dynamic functional connectivity analysis for functional MRI data,2002
124,OpenDBDDAS toolkit: Secure MapReduce and Hadoop-like systems,2013
125,Gerbil: MPI+YARN,2002
126,A GPU-accelerated density-based clustering algorithm,2019
127,Accelerating keyword search for big RDF web data on many-core systems,2004
128,Big data conditional business rule calculations in multidimensional in-GPU-memory OLAP databases,2007
129,Efficient implementation of apriori algorithm on HDFS using GPU,2007
130,UNIO: A unified I/O system framework for hybrid scientific workflow,2015
131,Optimize parallel data access in big data processing,2007
132,FlexiMod: Flexible coexistence support for programming models,2012
133,A faster and intelligent steganography detection using graphics processing unit in cloud,2017
134,GPU implementation of the simplex identification via split augmented Lagrangian,2014
135,A straightforward implementation of a GPU-accelerated ELM in R with NVIDIA graphic cards,2000
136,Visual exploration of data with multithread MIC computer architectures,2017
137,MapReduce: Simplified Data Analysis of Big Data,2010
138,SoC-based pattern recognition systems for Non Destructive Testing,2012
139,Handling big data efficiently by using map reduce technique,2013
140,Enabling vehicular data with distributed machine learning,2013
141,HPC in Big Data Age: An evaluation report for Java-based data-intensive applications implemented with hadoop and OpenMPI,2008
142,Benchmarking Different MapReduce Implementations for Computer-Aided Hardware Development,2008
143,A performance model of fast 2D-DCT parallel JPEG encoding using CUDA GPU and SMP-architecture,2014
144,A failure recovery solution for transplanting high-performance data-intensive algorithms from the cluster to the cloud,2015
145,SCALER: Scalable parallel file write in HDFS,2001
146,DataMPI: Extending MPI to hadoop-like big data computing,2011
147,Towards an energy-efficient tool for processing the big data,2002
148,Design and optimization of a big data computing framework based on CPU/GPU cluster,2017
149,Machine learning big data framework and analytics for big data problems,2006
150,Efficient data classification by GPU-accelerated linear mean squared slack minimization,2011
151,Scalable CAIM discretization on multiple GPUs using concurrent kernels,2006
152,Performance benefits of dataMPI: A case study with bigdatabench,2014
153,Performance Benefits of DataMPI: A Case Study with BigDataBench,2007
154,Analysis and acceleration of NTRU lattice-based cryptographic system,2006
155,Towards a collective layer in the big data stack,2007
156,GPU-based regression analysis on sparse grids,2001
157,MPI for Big Data: New tricks for an old dog,2000
158,DSIMBench: A benchmark for microarray data using R,2004
159,Fast multi-line detection and tracking with CUDA for vision-based UAV autopilot,2003
160,Distributed stochastic ADMM for matrix factorization,2004
161,Task-tree based large-scale mosaicking for massive remote sensed imageries with dynamic DAG scheduling,2000
162,SDAFT: A novel scalable data access framework for parallel BLAST,2002
163,Slam: Scalable Locality-Aware Middleware for I/O in scientific analysis and visualization,2015
164,Connecting the dots: Triangle completion and related problems on large data sets using GPUs,2014
165,Parallelizing K-means algorithm for 1-D data using MPI,2017
166,Accelerating BIRCH for clustering large scale streaming data using CUDA dynamic parallelism,2000
167,A CUDA-enabled hadoop cluster for fast distributed image processing,2009
168,Lit: A high performance massive data computing framework based on CPU/GPU cluster,2002
169,GPU accelerated item-based collaborative filtering for big-data applications,2017
170,Experimental framework for searching large RDF on GPUs based on key-value storage,2005
171,"Hardware for big data""",2005
172,Hash match on GPU,2011
173,Distributed-memory parallel algorithms for generating massive scale-free networks using preferential attachment model,2015
174,Using iterative MapReduce for parallel virtual screening,2017
175,GPGPU-accelerated interesting interval discovery and other computations on GeoSpatial datasets - A summary of results,2017
176,Distributed kernel matrix approximation and implementation using message passing interface,2002
177,Particle swarm optimization-based impurity function band prioritization using weighted majority voting for feature extraction of high dimensional data sets,2005
178,Driving big data with big compute,2002
179,Performance model for parallel matrix multiplication with Dryad: Dataflow graph runtime,2016
180,Efficient data classification by GPU-accelerated linear mean squared slack minimization,2013
181,Scalable CAIM discretization on multiple GPUs using concurrent kernels,2017
182,Performance benefits of dataMPI: A case study with bigdatabench,2009
183,Performance Benefits of DataMPI: A Case Study with BigDataBench,2007
184,Analysis and acceleration of NTRU lattice-based cryptographic system,2000
185,Towards a collective layer in the big data stack,2012
186,GPU-based regression analysis on sparse grids,2016
187,MPI for Big Data: New tricks for an old dog,2001
188,DSIMBench: A benchmark for microarray data using R,2017
189,Fast multi-line detection and tracking with CUDA for vision-based UAV autopilot,2011
190,Distributed stochastic ADMM for matrix factorization,2008
191,Task-tree based large-scale mosaicking for massive remote sensed imageries with dynamic DAG scheduling,2004
192,SDAFT: A novel scalable data access framework for parallel BLAST,2009
193,Slam: Scalable Locality-Aware Middleware for I/O in scientific analysis and visualization,2005
194,Connecting the dots: Triangle completion and related problems on large data sets using GPUs,2008
195,Parallelizing K-means algorithm for 1-D data using MPI,2001
196,Accelerating BIRCH for clustering large scale streaming data using CUDA dynamic parallelism,2017
197,A CUDA-enabled hadoop cluster for fast distributed image processing,2019
198,Lit: A high performance massive data computing framework based on CPU/GPU cluster,2017
199,GPU accelerated item-based collaborative filtering for big-data applications,2016
200,GPU accelerated item-based collaborative filtering for big-data applications,2016
201,Experimental framework for searching large RDF on GPUs based on key-value storage,2000
202,Distributed Kernel Matrix Approximation and Implementation Using Message Passing Interface,2003
203,GraphReduce: Large-Scale Graph Analytics on Accelerator-Based HPC Systems,2002
204,A system for large-scale visualization of streaming Doppler data,2008
205,A Failure Recovery Solution for Transplanting High-Performance Data-Intensive Algorithms from the Cluster to the Cloud,2006
206,Parallel Breadth First Search on GPU clusters,2017
207,The extraction of feature points from DEM geographic data in Cloud Computing environment,2003
208,Software platform VAR for heterogeneous GPGPU-systems,2002
209,A CUDA-enabled Hadoop cluster for fast distributed image processing,2005
210,ACURDION: An adaptive clustering-based algorithm for tracing large-scale MPI applications,2006
211,Task-Tree Based Large-Scale Mosaicking for Massive Remote Sensed Imageries with Dynamic DAG Scheduling,2010
212,InterSense: Interconnect Performance Emulator for Future Scale-out Distributed Memory Applications,2018
213,Performance Model for Parallel Matrix Multiplication with Dryad: Dataflow Graph Runtime,2000
214,GPU accelerated item-based collaborative filtering for big-data applications,2002
215,A fast parallel algorithm for counting triangles in graphs using dynamic load balancing,2000
216,Remote GPU Virtualization: Is It Useful?,2012
217,Towards an Energy-Efficient Tool for Processing the Big Data,2006
218,GERBIL: MPI+YARN,2012
219,Tight Coupling of R and Distributed Linear Algebra for High-Level Programming with Big Data,2019
220,k-Balanced sorting and skew join in MPI and MapReduce,2007
221,A Parallel Algorithm to Mine Abnormal Patterns from Satellite Data,2004
222,Watershed reengineering: Making Streams Programmable,2015
223,Analysis and acceleration of NTRU lattice-based cryptographic system,2014
224,Handling Big Data Efficiently by Using Map Reduce Technique,2012
225,Design and Optimization of a Big Data Computing Framework Based on CPU/GPU Cluster,2007
226,Order-Invariant Real Number Summation: Circumventing Accuracy Loss for Multimillion Summands on Multiple Parallel Architectures,2005
227,A GPU-accelerated Density-Based Clustering Algorithm,2010
228,An Empirical Study on BLAST Parallel Acceleration,2018
229,Optimize Parallel Data Access in Big Data Processing,2001
230,Parallelizing K-Means Algorithm for 1-D Data Using MPI,2004
231,Accelerating Complex Event Processing through GPUs,2018
232,The Visualization of Large Graphs Accelerated by the Parallel Nearest Neighbors Algorithm,2001
233,Towards a Collective Layer in the Big Data Stack,2019
234,Parallelization of Error Weighted Hashing for Approximate k-Nearest Neighbour Search on GPU-CPU Hybrid,2005
235,Hash match on GPU,2004
236,DL-MPI: Enabling data locality computation for MPI-based data-intensive applications,2011
237,Big Data Computation for Workshop-Based Planning Support,2018
238,CUDA Acceleration for AVS2 Loop Filtering,2018
239,Connecting the dots: Triangle completion and related problems on large data sets using GPUs,2011
240,Connecting the dots: Triangle completion and related problems on large data sets using GPUs,2015
241,Real-Time True-Color Synthesis of Remote Sensing Image with CUDA,2000
242,Join algorithms on GPUs: A revisit after seven years,2011
243,Benchmarking Different MapReduce Implementations for Computer-Aided Hardware Development,2017
244,Efficient data classification by GPU-accelerated linear mean squared slack minimization,2017
245,Simulation of parallel similarity measure computations for large data sets,2016
246,Fast LZW Compression Using a GPU,2000
247,Accelerating Apache Hive with MPI for Data Warehouse Systems,2010
248,Distributed-memory parallel algorithms for generating massive scale-free networks using preferential attachment model,2013
249,Collective Computing for Scientific Big Data Analysis,2002
250,On Efficiently Capturing Scientific Properties in Distributed Big Data without Moving the Data: A Case Study in Distributed Structural Biology Using MapReduce,2012
251,A GPU-Based Parallel Computing Framework for Accelerating the Reconstruction of q-Ball Imaging,2003
252,Large-Scale Reservoir Simulations on Parallel Computers,2001
253,Spatial data processing with MapReduce,2016
254,Algorithms in ParAFEMImp: A Parallel and Wideband Impedance Extraction Program for Complicated 3-D Geometries,2006
255,High Performance Offline and Online Distributed Collaborative Filtering,2018
256,Particle Swarm Optimization-Based Impurity Function Band Prioritization Using Weighted Majority Voting for Feature Extraction of High Dimensional Data Sets,2015
257,Planar: Parallel lightweight architecture-aware adaptive graph repartitioning,2000
258,CUDA-Accelerated Rendering of Fireworks in Nearly Ultra High Definition Videos,2014
259,DataMPI: Extending MPI to Hadoop-Like Big Data Computing,2013
260,Driving big data with big compute,2007
261,Evaluation of SMP Shared Memory Machines for Use with In-Memory and OpenMP Big Data Applications,2014
262,Can Network-Offload Based Non-blocking Neighborhood MPI Collectives Improve Communication Overheads of Irregular Graph Algorithms?,2012
263,Fast Multi-line Detection and Tracking with CUDA for Vision-Based UAV Autopilot,2011
264,SCALER: Scalable parallel file write in HDFS,2003
265,A Parallel Algorithm for Compression of Big Next-Generation Sequencing Datasets,2007
266,Feliss: Flexible distributed computing framework with light-weight checkpointing,2017
267,FlexiMod: Flexible Coexistence Support for Programming Models,2017
268,Accelerating HEVC Motion Estimation Using GPU,2014
269,A performance model of fast 2D-DCT parallel JPEG encoding using CUDA GPU and SMP-architecture,2019
270,Lit: A high performance massive data computing framework based on CPU/GPU cluster,2015
271,Using Iterative MapReduce for Parallel Virtual Screening,2010
272,Performance modeling in CUDA streams a A means for high-throughput data processing,2019
273,Super-fast parallel eigenface implementation on GPU for face recognition,2000
274,Efficient implementation of apriori algorithm on HDFS using GPU,2019
275,A GPU Based SVM Method with Accelerated Kernel Matrix Calculation,2004
276,Social Network analysis on Sina Weibo based on K-means algorithm,2000
277,A Novel Scalable DBSCAN Algorithm with Spark,2001
278,A faster and intelligent steganography detection using Graphics Processing Unit in cloud,2003
279,Accelerating IEEE 1857 Deblocking Filter on GPU Using CUDA,2019
280,Enabling point pattern analysis on spatial big data using cloud computing: optimizing and accelerating Ripley’s K function,2017
281,Parallelization of Error Weighted Hashing for Approximate k-Nearest Neighbour Search on GPU-CPU Hybrid,2016
282,Energy efficient job co-scheduling for high-performance parallel computing clusters,2002
283,MPI derived datatypes and data communication analysis in meteorological applications,2019
284,A general accelerated R package using GPU,2012
285,Remote GPU Virtualization: Is It Useful?,2017
286,OpenCL caffe: Accelerating and enabling a cross platform machine learning framework,2016
287,Real-Time True-Color Synthesis of Remote Sensing Image with CUDA,2010
288,Fast LZW Compression Using a GPU,2005
289,Spatial data processing with MapReduce,2018
290,The extraction of feature points from DEM geographic data in Cloud Computing environment,2011
291,SPIDAL Java: High performance data analytics with Java and mpi on large multicore HPC clusters,2006
292,"A parallel algorithm for LZW decompression""",2018
293,Kernel optimization on short-range potentials computations in molecular dynamics simulations,2014
294,A performance characterization of streaming computing on supercomputers,2010
295,GiGA: Giraph-based genome assembler for gigabase scale genomes,2008
296,Efficient evidence accumulation clustering for large datasets,2009
297,ACURDION: An adaptive clustering-based algorithm for tracing large-scale MPI applications,2009
298,Big data computation for workshop-based planning support,2015
299,Join algorithms on GPUs: A revisit after seven years,2018
300,Collective Computing for Scientific Big Data Analysis,2002
301,A Parallel Algorithm for Compression of Big Next-Generation Sequencing Datasets,2008
302,Comparison of hardware accelerators for some ALICE online computing applications,2003
303,InterSense: Interconnect Performance Emulator for Future Scale-out Distributed Memory Applications,2018
304,Fault tolerant MapReduce-MPI for HPC clusters,2016
305,Examining recent many-core architectures and programming models using SHOC,2003
306,GraphReduce: Large-Scale Graph Analytics on Accelerator-Based HPC Systems,2008
307,Parallelizing the deflate compression algorithm on GPU,2007
308,A time-energy performance analysis of MapReduce on heterogeneous systems with GPUs,2015
309,A GPU Based SVM Method with Accelerated Kernel Matrix Calculation,2005
310,SIMD parallel MCMC sampling with applications for big-data Bayesian analytics,2017
311,Super-fast parallel eigenface implementation on GPU for face recognition,2001
312,Parallel breadth first search on GPU clusters,2016
313,Performance modeling in CUDA streams - A means for high-throughput data processing,2008
314,K-Balanced sorting and skew join in MPI and MapReduce,2017
315,CUDAGA: A portable parallel programming model for GPU cluster,2018
316,A hybrid MPI+OpenMP application for processing big trajectory data,2002
317,MPJ express meets YARN: Towards Java HPC on Hadoop systems,2015
318,Big data analytics in the cloud: Spark on Hadoop vs MPI/OpenMP on Beowulf,2019
319,On scalable data mining techniques for earth science,2019
320,Reservoir simulation prototyping platform for high performance computing,2015
321,Accelerating Apache Hive with MPI for Data Warehouse Systems,2019
322,Accelerating IEEE 1857 Deblocking Filter on GPU Using CUDA,2010
323,GPU accelerated dynamic functional connectivity analysis for functional MRI data,2018
324,OpenDBDDAS toolkit: Secure MapReduce and Hadoop-like systems,2019
325,Gerbil: MPI+YARN,2018
326,A GPU-accelerated density-based clustering algorithm,2015
327,Accelerating keyword search for big RDF web data on many-core systems,2012
328,Big data conditional business rule calculations in multidimensional in-GPU-memory OLAP databases,2000
329,Efficient implementation of apriori algorithm on HDFS using GPU,2017
330,UNIO: A unified I/O system framework for hybrid scientific workflow,2006
331,Optimize parallel data access in big data processing,2001
332,FlexiMod: Flexible coexistence support for programming models,2001
333,A faster and intelligent steganography detection using graphics processing unit in cloud,2018
334,GPU implementation of the simplex identification via split augmented Lagrangian,2011
335,A straightforward implementation of a GPU-accelerated ELM in R with NVIDIA graphic cards,2011
336,Visual exploration of data with multithread MIC computer architectures,2008
337,MapReduce: Simplified Data Analysis of Big Data,2015
338,SoC-based pattern recognition systems for Non Destructive Testing,2004
339,Handling big data efficiently by using map reduce technique,2010
340,Enabling vehicular data with distributed machine learning,2012
341,HPC in Big Data Age: An evaluation report for Java-based data-intensive applications implemented with hadoop and OpenMPI,2014
342,Benchmarking Different MapReduce Implementations for Computer-Aided Hardware Development,2004
343,A performance model of fast 2D-DCT parallel JPEG encoding using CUDA GPU and SMP-architecture,2004
344,A failure recovery solution for transplanting high-performance data-intensive algorithms from the cluster to the cloud,2010
345,SCALER: Scalable parallel file write in HDFS,2015
346,DataMPI: Extending MPI to hadoop-like big data computing,2018
347,Towards an energy-efficient tool for processing the big data,2005
348,Design and optimization of a big data computing framework based on CPU/GPU cluster,2007
349,Machine learning big data framework and analytics for big data problems,2005
350,Efficient data classification by GPU-accelerated linear mean squared slack minimization,2013
351,Scalable CAIM discretization on multiple GPUs using concurrent kernels,2016
352,Performance benefits of dataMPI: A case study with bigdatabench,2007
353,Performance Benefits of DataMPI: A Case Study with BigDataBench,2010
354,Analysis and acceleration of NTRU lattice-based cryptographic system,2005
355,Towards a collective layer in the big data stack,2009
356,GPU-based regression analysis on sparse grids,2003
357,MPI for Big Data: New tricks for an old dog,2001
358,DSIMBench: A benchmark for microarray data using R,2007
359,Fast multi-line detection and tracking with CUDA for vision-based UAV autopilot,2013
360,Distributed stochastic ADMM for matrix factorization,2019
361,Task-tree based large-scale mosaicking for massive remote sensed imageries with dynamic DAG scheduling,2013
362,SDAFT: A novel scalable data access framework for parallel BLAST,2001
363,Slam: Scalable Locality-Aware Middleware for I/O in scientific analysis and visualization,2015
364,Connecting the dots: Triangle completion and related problems on large data sets using GPUs,2010
365,Parallelizing K-means algorithm for 1-D data using MPI,2015
366,Accelerating BIRCH for clustering large scale streaming data using CUDA dynamic parallelism,2009
367,A CUDA-enabled hadoop cluster for fast distributed image processing,2007
368,Lit: A high performance massive data computing framework based on CPU/GPU cluster,2013
369,GPU accelerated item-based collaborative filtering for big-data applications,2013
370,Experimental framework for searching large RDF on GPUs based on key-value storage,2008
371,"Hardware for big data""",2005
372,Hash match on GPU,2018
373,Distributed-memory parallel algorithms for generating massive scale-free networks using preferential attachment model,2002
374,Using iterative MapReduce for parallel virtual screening,2000
375,GPGPU-accelerated interesting interval discovery and other computations on GeoSpatial datasets - A summary of results,2006
376,Distributed kernel matrix approximation and implementation using message passing interface,2000
377,Particle swarm optimization-based impurity function band prioritization using weighted majority voting for feature extraction of high dimensional data sets,2016
378,Driving big data with big compute,2017
379,Performance model for parallel matrix multiplication with Dryad: Dataflow graph runtime,2001
380,Efficient data classification by GPU-accelerated linear mean squared slack minimization,2003
381,Scalable CAIM discretization on multiple GPUs using concurrent kernels,2008
382,Performance benefits of dataMPI: A case study with bigdatabench,2016
383,Performance Benefits of DataMPI: A Case Study with BigDataBench,2018
384,Analysis and acceleration of NTRU lattice-based cryptographic system,2013
385,Towards a collective layer in the big data stack,2007
386,GPU-based regression analysis on sparse grids,2004
387,MPI for Big Data: New tricks for an old dog,2011
388,DSIMBench: A benchmark for microarray data using R,2013
389,Fast multi-line detection and tracking with CUDA for vision-based UAV autopilot,2018
390,Distributed stochastic ADMM for matrix factorization,2018
391,Task-tree based large-scale mosaicking for massive remote sensed imageries with dynamic DAG scheduling,2009
392,SDAFT: A novel scalable data access framework for parallel BLAST,2002
393,Slam: Scalable Locality-Aware Middleware for I/O in scientific analysis and visualization,2018
394,Connecting the dots: Triangle completion and related problems on large data sets using GPUs,2012
395,Parallelizing K-means algorithm for 1-D data using MPI,2009
396,Accelerating BIRCH for clustering large scale streaming data using CUDA dynamic parallelism,2015
397,A CUDA-enabled hadoop cluster for fast distributed image processing,2007
398,Lit: A high performance massive data computing framework based on CPU/GPU cluster,2012
399,GPU accelerated item-based collaborative filtering for big-data applications,2005
400,GPU accelerated item-based collaborative filtering for big-data applications,2016
401,Experimental framework for searching large RDF on GPUs based on key-value storage,2017
402,Distributed Kernel Matrix Approximation and Implementation Using Message Passing Interface,2001
403,GraphReduce: Large-Scale Graph Analytics on Accelerator-Based HPC Systems,2004
404,A system for large-scale visualization of streaming Doppler data,2007
405,A Failure Recovery Solution for Transplanting High-Performance Data-Intensive Algorithms from the Cluster to the Cloud,2014
406,Parallel Breadth First Search on GPU clusters,2006
407,The extraction of feature points from DEM geographic data in Cloud Computing environment,2004
408,Software platform VAR for heterogeneous GPGPU-systems,2015
409,A CUDA-enabled Hadoop cluster for fast distributed image processing,2019
410,ACURDION: An adaptive clustering-based algorithm for tracing large-scale MPI applications,2018
411,Task-Tree Based Large-Scale Mosaicking for Massive Remote Sensed Imageries with Dynamic DAG Scheduling,2005
412,InterSense: Interconnect Performance Emulator for Future Scale-out Distributed Memory Applications,2016
413,Performance Model for Parallel Matrix Multiplication with Dryad: Dataflow Graph Runtime,2014
414,GPU accelerated item-based collaborative filtering for big-data applications,2018
415,A fast parallel algorithm for counting triangles in graphs using dynamic load balancing,2018
416,Remote GPU Virtualization: Is It Useful?,2000
417,Towards an Energy-Efficient Tool for Processing the Big Data,2016
418,GERBIL: MPI+YARN,2004
419,Tight Coupling of R and Distributed Linear Algebra for High-Level Programming with Big Data,2000
420,k-Balanced sorting and skew join in MPI and MapReduce,2008
421,A Parallel Algorithm to Mine Abnormal Patterns from Satellite Data,2002
422,Watershed reengineering: Making Streams Programmable,2015
423,Analysis and acceleration of NTRU lattice-based cryptographic system,2005
424,Handling Big Data Efficiently by Using Map Reduce Technique,2007
425,Design and Optimization of a Big Data Computing Framework Based on CPU/GPU Cluster,2016
426,Order-Invariant Real Number Summation: Circumventing Accuracy Loss for Multimillion Summands on Multiple Parallel Architectures,2007
427,A GPU-accelerated Density-Based Clustering Algorithm,2015
428,An Empirical Study on BLAST Parallel Acceleration,2013
429,Optimize Parallel Data Access in Big Data Processing,2014
430,Parallelizing K-Means Algorithm for 1-D Data Using MPI,2013
431,Accelerating Complex Event Processing through GPUs,2004
432,The Visualization of Large Graphs Accelerated by the Parallel Nearest Neighbors Algorithm,2001
433,Towards a Collective Layer in the Big Data Stack,2006
